waist,shoulder,elbow,wrist_angle,wrist_rotate
2.77075,3.82437,3.54944,2.10724,3.10403
2.77075,3.82437,3.54791,2.10724,3.10403
2.77075,3.82437,3.54637,2.1057,3.10403
2.77075,3.82437,3.54483,2.10724,3.10403
2.77075,3.82437,3.54483,2.1057,3.10403
2.77228,3.8259,3.5433,2.1057,3.10403
2.77228,3.82437,3.5433,2.10724,3.10403
2.77228,3.82437,3.54176,2.1057,3.10403
2.77228,3.82437,3.54176,2.1057,3.10403
2.77382,3.82437,3.54023,2.1057,3.10403
2.77382,3.82437,3.53869,2.1057,3.10403
2.77382,3.82437,3.53869,2.1057,3.10403
2.77535,3.82437,3.53715,2.1057,3.10403
2.77535,3.82437,3.53715,2.1057,3.10403
2.77535,3.82437,3.53562,2.1057,3.10403
2.77535,3.82437,3.53562,2.1057,3.10403
2.77535,3.82437,3.53408,2.1057,3.10403
2.77535,3.82437,3.53255,2.10724,3.10403
2.77535,3.82437,3.53101,2.1057,3.10403
2.77689,3.8259,3.52947,2.1057,3.10403
2.77535,3.8259,3.5264,2.1057,3.10403
2.77535,3.8259,3.52487,2.1057,3.10403
2.77689,3.8259,3.52333,2.10724,3.10403
2.77689,3.82744,3.5218,2.10724,3.10403
2.77535,3.82744,3.51719,2.1057,3.10403
2.77689,3.82897,3.51565,2.1057,3.10403
2.77842,3.82897,3.51258,2.10724,3.10403
2.77842,3.83051,3.50951,2.10724,3.10403
2.77996,3.83204,3.5049,2.10724,3.10403
2.7815,3.83512,3.50029,2.10724,3.10403
2.78303,3.83665,3.49415,2.10724,3.10403
2.78457,3.83972,3.48954,2.10724,3.10403
2.78764,3.84126,3.48493,2.10724,3.10403
2.78918,3.8428,3.47879,2.10724,3.10557
2.79071,3.84587,3.47265,2.10724,3.10557
2.79225,3.84894,3.4665,2.10724,3.10557
2.79378,3.85201,3.45882,2.10724,3.10557
2.79532,3.85201,3.45268,2.10878,3.10557
2.79686,3.85662,3.44654,2.11031,3.10557
2.79839,3.85969,3.44039,2.11185,3.10557
2.79839,3.86276,3.43425,2.11492,3.10557
2.79993,3.86583,3.42811,2.11646,3.10557
2.79993,3.86891,3.4235,2.11799,3.10557
2.79993,3.87351,3.41735,2.11799,3.10557
2.79993,3.87505,3.41275,2.12106,3.10557
2.80146,3.87966,3.40814,2.1226,3.10557
2.80146,3.88119,3.40353,2.12414,3.10557
2.80146,3.88427,3.40046,2.12721,3.10557
2.80146,3.8858,3.39739,2.13028,3.10557
2.803,3.88734,3.39432,2.13181,3.10557
2.803,3.89041,3.39278,2.13335,3.10557
2.803,3.89041,3.39124,2.13642,3.10557
2.80453,3.89194,3.38971,2.13949,3.10557
2.80453,3.89348,3.38971,2.14103,3.10557
2.80453,3.89502,3.38817,2.1441,3.10557
2.80453,3.89655,3.38817,2.14564,3.10557
2.80453,3.89809,3.38817,2.14717,3.10557
2.803,3.90116,3.38817,2.15025,3.10557
2.803,3.9027,3.38664,2.15178,3.10557
2.80453,3.90423,3.3851,2.15178,3.10557
2.803,3.90577,3.3851,2.15178,3.10557
2.80453,3.90884,3.38357,2.15332,3.10557
2.80453,3.90884,3.38357,2.15332,3.10557
2.80453,3.91038,3.38203,2.15332,3.10557
2.80453,3.91191,3.38049,2.15332,3.10557
2.803,3.91191,3.37896,2.15332,3.10557
2.803,3.91191,3.37896,2.15332,3.10557
2.80453,3.91191,3.37742,2.15332,3.10557
2.80453,3.91191,3.37742,2.15332,3.10557
2.80453,3.91191,3.37589,2.15332,3.10557
2.80453,3.91191,3.37589,2.15332,3.10557
2.80453,3.91191,3.37435,2.15332,3.10557
2.80453,3.91191,3.37435,2.15332,3.10557
2.80453,3.91038,3.37435,2.15332,3.10557
2.80453,3.91191,3.37281,2.15332,3.10557
2.80453,3.91191,3.37281,2.15332,3.10557
2.80453,3.91191,3.37281,2.15332,3.10557
2.80453,3.91191,3.37435,2.15332,3.10557
2.80453,3.91191,3.37435,2.15332,3.10557
2.80453,3.91191,3.37589,2.15332,3.10557
2.80453,3.91191,3.37589,2.15332,3.10557
2.80607,3.91191,3.37742,2.15332,3.10557
2.80607,3.91191,3.37742,2.15332,3.10557
2.80761,3.91191,3.38049,2.15332,3.10557
2.80761,3.91038,3.38203,2.15332,3.10557
2.80761,3.91038,3.38203,2.15332,3.10557
2.80914,3.91038,3.3851,2.15332,3.10557
2.81068,3.91191,3.38664,2.15332,3.10557
2.81221,3.91038,3.38971,2.15332,3.10557
2.81221,3.91038,3.39278,2.15332,3.10557
2.81375,3.91038,3.39432,2.15332,3.10557
2.81529,3.90884,3.39739,2.15332,3.10557
2.81682,3.90884,3.40046,2.15332,3.10557
2.81682,3.90884,3.40353,2.15332,3.10557
2.81836,3.90577,3.4066,2.15332,3.10557
2.81836,3.90577,3.40968,2.15332,3.10557
2.81989,3.9027,3.41428,2.15332,3.10557
2.81836,3.90116,3.41735,2.15332,3.10557
2.81989,3.89962,3.42196,2.15332,3.10557
2.81989,3.89809,3.42503,2.15332,3.10557
2.81989,3.89502,3.42811,2.15332,3.10557
2.82143,3.89194,3.43271,2.15332,3.10557
2.82143,3.89041,3.43579,2.15332,3.10557
2.82143,3.88734,3.43886,2.15332,3.10403
2.82297,3.88427,3.44346,2.15332,3.10403
2.82297,3.88273,3.44807,2.15332,3.10403
2.8245,3.87966,3.45268,2.15332,3.10403
2.8245,3.87659,3.45575,2.15025,3.10403
2.8245,3.87351,3.46036,2.14871,3.10403
2.8245,3.87044,3.4665,2.14871,3.10403
2.82604,3.86737,3.46957,2.14871,3.10403
2.82757,3.8643,3.47418,2.14717,3.10403
2.82911,3.86123,3.47879,2.14717,3.10403
2.83064,3.85969,3.4834,2.14717,3.10403
2.83064,3.85355,3.48801,2.14717,3.10403
2.83218,3.85201,3.49108,2.14717,3.10403
2.83372,3.84894,3.49415,2.1441,3.10403
2.83525,3.84587,3.49876,2.1441,3.10403
2.83832,3.84433,3.50029,2.14103,3.10403
2.8414,3.84126,3.50336,2.13796,3.10403
2.84447,3.83972,3.5049,2.13489,3.10403
2.846,3.83819,3.50797,2.13335,3.10557
2.84908,3.83512,3.51104,2.13181,3.10403
2.85061,3.83358,3.51412,2.13028,3.10403
2.85215,3.83204,3.51719,2.13028,3.10557
2.85215,3.82897,3.52026,2.12874,3.10557
2.85368,3.82897,3.52487,2.12874,3.10403
2.85368,3.82744,3.52794,2.12721,3.10403
2.85368,3.8259,3.53255,2.12721,3.10403
2.85675,3.82437,3.53562,2.12567,3.10557
2.85675,3.82283,3.54023,2.12567,3.10403
2.85829,3.82129,3.54483,2.12414,3.10557
2.85983,3.81976,3.55098,2.1226,3.10403
2.86136,3.81822,3.55405,2.12106,3.10557
2.8629,3.81669,3.56019,2.11953,3.10403
2.8629,3.81515,3.5648,2.11646,3.10403
2.86597,3.81361,3.56941,2.11185,3.10403
2.86751,3.81208,3.57555,2.11031,3.10557
2.86904,3.81054,3.58016,2.10724,3.10403
2.87058,3.80901,3.58477,2.10417,3.10557
2.87058,3.80747,3.58937,2.1011,3.10557
2.87211,3.80593,3.59552,2.09649,3.10403
2.87211,3.80286,3.59859,2.09342,3.10403
2.87365,3.80286,3.6032,2.09035,3.10403
2.87519,3.80133,3.60781,2.08727,3.10403
2.87519,3.79979,3.61088,2.0842,3.10403
2.87672,3.79826,3.61548,2.08113,3.10403
2.87826,3.79672,3.61856,2.07806,3.10557
2.87826,3.79672,3.62163,2.07652,3.10403
2.87826,3.79518,3.6247,2.07499,3.10403
2.87979,3.79518,3.62777,2.07345,3.10557
2.88133,3.79518,3.63084,2.07192,3.10403
2.88133,3.79365,3.63084,2.07192,3.10403
2.88287,3.79365,3.63392,2.07192,3.10403
2.88287,3.79365,3.63545,2.07038,3.10557
2.88287,3.79365,3.63699,2.07038,3.10403
2.88287,3.79365,3.63852,2.07192,3.10557
2.88287,3.79365,3.63852,2.07038,3.10403
2.88287,3.79365,3.63852,2.07038,3.10403
2.88287,3.79365,3.63852,2.07038,3.10403
2.88287,3.79365,3.63699,2.07038,3.10403
2.88287,3.79365,3.63545,2.07192,3.10403
2.88287,3.79365,3.63545,2.07038,3.10403
2.88287,3.79365,3.63392,2.07038,3.10403
2.88287,3.79365,3.63238,2.07038,3.10403
2.88287,3.79365,3.63238,2.07038,3.10403
2.88287,3.79365,3.63238,2.07038,3.10403
2.8844,3.79365,3.63084,2.07038,3.10557
2.88287,3.79365,3.63084,2.07038,3.10403
2.88287,3.79365,3.63084,2.07038,3.10403
2.8844,3.79365,3.63084,2.07192,3.10403
2.8844,3.79365,3.63084,2.07192,3.10403
2.88594,3.79365,3.62931,2.07038,3.10403
2.88594,3.79365,3.62931,2.07038,3.10403
2.88594,3.79211,3.62931,2.07038,3.10557
2.88747,3.79211,3.62931,2.07038,3.10403
2.88747,3.79211,3.62931,2.07038,3.10403
2.88747,3.79058,3.62931,2.07038,3.10557
2.88901,3.7875,3.62777,2.07038,3.10557
2.89054,3.78597,3.62777,2.07038,3.10557
2.89054,3.78136,3.62777,2.07038,3.10557
2.89054,3.77829,3.62624,2.07038,3.10557
